"","Plate","Repeat","Well","Type","Time","A","Label"
"459",1,6,"E06","M","00:24:09.90",0.14,"N45"
"460",1,6,"E07","M","00:24:10.79",0.221,"N44"
"461",1,6,"E08","M","00:24:11.68",0.207,"N44"
"462",1,6,"E09","M","00:24:12.57",0.212,"N44"
"463",1,6,"E10","M","00:24:13.46",0.255,"X43"
"464",1,6,"E11","M","00:24:14.35",0.251,"X43"
"465",1,6,"E12","M","00:24:15.23",0.24,"X43"
"466",1,6,"F01","M","00:24:18.57",0.177,"M47"
"467",1,6,"F02","M","00:24:19.46",0.161,"M47"
"468",1,6,"F03","M","00:24:20.34",0.161,"M47"
"469",1,6,"F04","M","00:24:21.23",0.458,"T58"
"470",1,6,"F05","M","00:24:22.12",0.456,"T58"
"471",1,6,"F06","M","00:24:23.01",0.428,"T58"
"472",1,6,"F07","M","00:24:23.90",0.199,"N46"
"473",1,6,"F08","M","00:24:24.79",0.16,"N46"
"474",1,6,"F09","M","00:24:25.68",0.171,"N46"
"475",1,6,"F10","M","00:24:26.57",0.716,"T61"
"476",1,6,"F11","M","00:24:27.46",0.827,"T61"
"477",1,6,"F12","M","00:24:28.34",0.671,"T61"
"478",1,6,"G01","M","00:24:31.68",0.234,"D59"
"479",1,6,"G02","M","00:24:32.57",0.218,"D59"
"480",1,6,"G03","M","00:24:33.46",0.217,"D59"
"481",1,6,"G04","M","00:24:34.34",0.088,"POS"
"482",1,6,"G05","M","00:24:35.23",0.089,"POS"
"483",1,6,"G06","M","00:24:36.12",0.089,"POS"
"484",1,6,"G07","M","00:24:37.01",0.114,"BCKGRD"
"485",1,6,"G08","M","00:24:37.90",0.096,"BCKGRD"
"486",1,6,"G09","M","00:24:38.79",0.18,"BCKGRD"
"487",1,7,"A01","M","00:27:47.94",0.074,"0"
"488",1,7,"A02","M","00:27:48.84",0.076,"8"
"489",1,7,"A03","M","00:27:49.73",0.083,"16"
"490",1,7,"A04","M","00:27:50.62",0.103,"24"
"491",1,7,"A05","M","00:27:51.51",0.16,"32"
"492",1,7,"A06","M","00:27:52.40",0.236,"40"
"493",1,7,"A07","M","00:27:53.29",0.162,"R46"
"494",1,7,"A08","M","00:27:54.17",0.172,"R46"
"495",1,7,"A09","M","00:27:55.06",0.157,"R46"
"496",1,7,"A10","M","00:27:55.95",0.173,"M89"
"497",1,7,"A11","M","00:27:56.84",0.18,"M89"
"498",1,7,"A12","M","00:27:57.73",0.175,"M89"
"499",1,7,"B01","M","00:28:01.06",0.173,"M41"
"500",1,7,"B02","M","00:28:01.95",0.188,"M41"
"501",1,7,"B03","M","00:28:02.84",0.174,"M41"
"502",1,7,"B04","M","00:28:03.73",0.165,"D55"
"503",1,7,"B05","M","00:28:04.62",0.181,"D55"
"504",1,7,"B06","M","00:28:05.51",0.165,"D55"
"505",1,7,"B07","M","00:28:06.40",0.161,"D56"
"506",1,7,"B08","M","00:28:07.29",0.179,"D56"
"507",1,7,"B09","M","00:28:08.17",0.092,"D56"
"508",1,7,"B10","M","00:28:09.06",0.231,"X42"
"509",1,7,"B11","M","00:28:09.95",0.207,"X42"
"510",1,7,"B12","M","00:28:10.84",0.209,"X42"
"511",1,7,"C01","M","00:28:14.17",0.228,"T62"
"512",1,7,"C02","M","00:28:15.06",0.224,"T62"
"513",1,7,"C03","M","00:28:15.95",0.226,"T62"
"514",1,7,"C04","M","00:28:16.84",0.423,"T59"
"515",1,7,"C05","M","00:28:17.73",0.403,"T59"
"516",1,7,"C06","M","00:28:18.62",0.43,"T59"
"517",1,7,"C07","M","00:28:19.51",0.163,"D58"
"518",1,7,"C08","M","00:28:20.40",0.153,"D58"
"519",1,7,"C09","M","00:28:21.29",0.169,"D58"
"520",1,7,"C10","M","00:28:22.17",0.231,"R50"
"521",1,7,"C11","M","00:28:23.06",0.235,"R50"
"522",1,7,"C12","M","00:28:23.95",0.236,"R50"
"523",1,7,"D01","M","00:28:27.29",0.301,"R42"
"524",1,7,"D02","M","00:28:28.17",0.331,"R42"
"525",1,7,"D03","M","00:28:29.06",0.297,"R42"
"526",1,7,"D04","M","00:28:29.95",0.216,"R48"
"527",1,7,"D05","M","00:28:30.84",0.178,"R48"
"528",1,7,"D06","M","00:28:31.73",0.188,"R48"
"529",1,7,"D07","M","00:28:32.62",0.145,"T56"
"530",1,7,"D08","M","00:28:33.51",0.162,"T56"
"531",1,7,"D09","M","00:28:34.40",0.153,"T56"
"532",1,7,"D10","M","00:28:35.29",0.184,"X44"
"533",1,7,"D11","M","00:28:36.17",0.196,"X44"
"534",1,7,"D12","M","00:28:37.06",0.183,"X44"
"535",1,7,"E01","M","00:28:40.40",0.381,"R47"
"536",1,7,"E02","M","00:28:41.28",0.344,"R47"
"537",1,7,"E03","M","00:28:42.17",0.343,"R47"
"538",1,7,"E04","M","00:28:43.06",0.129,"N45"
"539",1,7,"E05","M","00:28:43.95",0.15,"N45"
"540",1,7,"E06","M","00:28:44.84",0.141,"N45"
"541",1,7,"E07","M","00:28:45.73",0.223,"N44"
"542",1,7,"E08","M","00:28:46.62",0.209,"N44"
"543",1,7,"E09","M","00:28:47.51",0.213,"N44"
"544",1,7,"E10","M","00:28:48.40",0.257,"X43"
"545",1,7,"E11","M","00:28:49.29",0.252,"X43"
"546",1,7,"E12","M","00:28:50.17",0.242,"X43"
"547",1,7,"F01","M","00:28:53.51",0.179,"M47"
"548",1,7,"F02","M","00:28:54.40",0.163,"M47"
"549",1,7,"F03","M","00:28:55.28",0.163,"M47"
"550",1,7,"F04","M","00:28:56.17",0.457,"T58"
"551",1,7,"F05","M","00:28:57.06",0.455,"T58"
"552",1,7,"F06","M","00:28:57.95",0.427,"T58"
"553",1,7,"F07","M","00:28:58.84",0.19,"N46"
"554",1,7,"F08","M","00:28:59.73",0.161,"N46"
"555",1,7,"F09","M","00:29:00.62",0.172,"N46"
"556",1,7,"F10","M","00:29:01.51",0.741,"T61"
"557",1,7,"F11","M","00:29:02.40",0.903,"T61"
"558",1,7,"F12","M","00:29:03.29",0.674,"T61"
"559",1,7,"G01","M","00:29:06.62",0.235,"D59"
"560",1,7,"G02","M","00:29:07.51",0.219,"D59"
"561",1,7,"G03","M","00:29:08.40",0.219,"D59"
"562",1,7,"G04","M","00:29:09.28",0.089,"POS"
"563",1,7,"G05","M","00:29:10.17",0.09,"POS"
"564",1,7,"G06","M","00:29:11.06",0.09,"POS"
"565",1,7,"G07","M","00:29:11.95",0.111,"BCKGRD"
"566",1,7,"G08","M","00:29:12.84",0.095,"BCKGRD"
"567",1,7,"G09","M","00:29:13.73",0.172,"BCKGRD"
"568",1,8,"A01","M","00:32:22.83",0.074,"0"
"569",1,8,"A02","M","00:32:23.73",0.076,"8"
"570",1,8,"A03","M","00:32:24.61",0.081,"16"
"571",1,8,"A04","M","00:32:25.50",0.097,"24"
"572",1,8,"A05","M","00:32:26.39",0.15,"32"
"573",1,8,"A06","M","00:32:27.28",0.222,"40"
"574",1,8,"A07","M","00:32:28.17",0.163,"R46"
"575",1,8,"A08","M","00:32:29.06",0.174,"R46"
"576",1,8,"A09","M","00:32:29.95",0.159,"R46"
"577",1,8,"A10","M","00:32:30.84",0.175,"M89"
"578",1,8,"A11","M","00:32:31.73",0.181,"M89"
"579",1,8,"A12","M","00:32:32.61",0.176,"M89"
"580",1,8,"B01","M","00:32:35.95",0.174,"M41"
"581",1,8,"B02","M","00:32:36.84",0.191,"M41"
"582",1,8,"B03","M","00:32:37.73",0.175,"M41"
"583",1,8,"B04","M","00:32:38.61",0.167,"D55"
"584",1,8,"B05","M","00:32:39.50",0.18,"D55"
"585",1,8,"B06","M","00:32:40.39",0.168,"D55"
"586",1,8,"B07","M","00:32:41.28",0.162,"D56"
"587",1,8,"B08","M","00:32:42.17",0.186,"D56"
"588",1,8,"B09","M","00:32:43.06",0.092,"D56"
"589",1,8,"B10","M","00:32:43.95",0.234,"X42"
"590",1,8,"B11","M","00:32:44.84",0.21,"X42"
"591",1,8,"B12","M","00:32:45.73",0.21,"X42"
"592",1,8,"C01","M","00:32:49.06",0.23,"T62"
"593",1,8,"C02","M","00:32:49.95",0.225,"T62"
"594",1,8,"C03","M","00:32:50.84",0.227,"T62"
"595",1,8,"C04","M","00:32:51.73",0.423,"T59"
"596",1,8,"C05","M","00:32:52.61",0.403,"T59"
"597",1,8,"C06","M","00:32:53.50",0.43,"T59"
"598",1,8,"C07","M","00:32:54.39",0.167,"D58"
"599",1,8,"C08","M","00:32:55.28",0.154,"D58"
"600",1,8,"C09","M","00:32:56.17",0.172,"D58"
"601",1,8,"C10","M","00:32:57.06",0.231,"R50"
"602",1,8,"C11","M","00:32:57.95",0.235,"R50"
"603",1,8,"C12","M","00:32:58.84",0.235,"R50"
"604",1,8,"D01","M","00:33:02.17",0.3,"R42"
"605",1,8,"D02","M","00:33:03.06",0.315,"R42"
"606",1,8,"D03","M","00:33:03.95",0.297,"R42"
"607",1,8,"D04","M","00:33:04.84",0.216,"R48"
"608",1,8,"D05","M","00:33:05.72",0.18,"R48"
"609",1,8,"D06","M","00:33:06.61",0.19,"R48"
"610",1,8,"D07","M","00:33:07.50",0.146,"T56"
"611",1,8,"D08","M","00:33:08.39",0.164,"T56"
"612",1,8,"D09","M","00:33:09.28",0.153,"T56"
"613",1,8,"D10","M","00:33:10.17",0.188,"X44"
"614",1,8,"D11","M","00:33:11.06",0.198,"X44"
"615",1,8,"D12","M","00:33:11.95",0.184,"X44"
"616",1,8,"E01","M","00:33:15.28",0.381,"R47"
"617",1,8,"E02","M","00:33:16.17",0.345,"R47"
"618",1,8,"E03","M","00:33:17.06",0.344,"R47"
"619",1,8,"E04","M","00:33:17.95",0.13,"N45"
"620",1,8,"E05","M","00:33:18.84",0.149,"N45"
"621",1,8,"E06","M","00:33:19.72",0.143,"N45"
"622",1,8,"E07","M","00:33:20.61",0.223,"N44"
"623",1,8,"E08","M","00:33:21.50",0.21,"N44"
"624",1,8,"E09","M","00:33:22.39",0.215,"N44"
"625",1,8,"E10","M","00:33:23.28",0.257,"X43"
"626",1,8,"E11","M","00:33:24.17",0.253,"X43"
"627",1,8,"E12","M","00:33:25.06",0.242,"X43"
"628",1,8,"F01","M","00:33:28.39",0.176,"M47"
"629",1,8,"F02","M","00:33:29.28",0.164,"M47"
"630",1,8,"F03","M","00:33:30.17",0.164,"M47"
"631",1,8,"F04","M","00:33:31.06",0.455,"T58"
"632",1,8,"F05","M","00:33:31.95",0.455,"T58"
"633",1,8,"F06","M","00:33:32.84",0.426,"T58"
"634",1,8,"F07","M","00:33:33.72",0.19,"N46"
"635",1,8,"F08","M","00:33:34.61",0.162,"N46"
"636",1,8,"F09","M","00:33:35.50",0.173,"N46"
"637",1,8,"F10","M","00:33:36.39",0.724,"T61"
"638",1,8,"F11","M","00:33:37.28",0.916,"T61"
"639",1,8,"F12","M","00:33:38.17",0.673,"T61"
"640",1,8,"G01","M","00:33:41.50",0.238,"D59"
"641",1,8,"G02","M","00:33:42.39",0.221,"D59"
"642",1,8,"G03","M","00:33:43.28",0.22,"D59"
"643",1,8,"G04","M","00:33:44.17",0.09,"POS"
"644",1,8,"G05","M","00:33:45.06",0.092,"POS"
"645",1,8,"G06","M","00:33:45.95",0.092,"POS"
"646",1,8,"G07","M","00:33:46.84",0.111,"BCKGRD"
"647",1,8,"G08","M","00:33:47.72",0.095,"BCKGRD"
"648",1,8,"G09","M","00:33:48.61",0.167,"BCKGRD"
"649",1,9,"A01","M","00:36:57.77",0.075,"0"
"650",1,9,"A02","M","00:36:58.67",0.076,"8"
"651",1,9,"A03","M","00:36:59.55",0.08,"16"
"652",1,9,"A04","M","00:37:00.44",0.094,"24"
"653",1,9,"A05","M","00:37:01.33",0.143,"32"
"654",1,9,"A06","M","00:37:02.22",0.211,"40"
"655",1,9,"A07","M","00:37:03.11",0.165,"R46"
"656",1,9,"A08","M","00:37:04.00",0.176,"R46"
"657",1,9,"A09","M","00:37:04.89",0.161,"R46"
"658",1,9,"A10","M","00:37:05.78",0.171,"M89"
"659",1,9,"A11","M","00:37:06.67",0.183,"M89"
"660",1,9,"A12","M","00:37:07.55",0.178,"M89"
"661",1,9,"B01","M","00:37:10.89",0.176,"M41"
"662",1,9,"B02","M","00:37:11.78",0.193,"M41"
"663",1,9,"B03","M","00:37:12.67",0.177,"M41"
"664",1,9,"B04","M","00:37:13.55",0.17,"D55"
"665",1,9,"B05","M","00:37:14.44",0.182,"D55"
"666",1,9,"B06","M","00:37:15.33",0.17,"D55"
"667",1,9,"B07","M","00:37:16.22",0.162,"D56"
"668",1,9,"B08","M","00:37:17.11",0.177,"D56"
"669",1,9,"B09","M","00:37:18.00",0.091,"D56"
"670",1,9,"B10","M","00:37:18.89",0.236,"X42"
"671",1,9,"B11","M","00:37:19.78",0.209,"X42"
"672",1,9,"B12","M","00:37:20.67",0.211,"X42"
"673",1,9,"C01","M","00:37:24.00",0.232,"T62"
"674",1,9,"C02","M","00:37:24.89",0.227,"T62"
"675",1,9,"C03","M","00:37:25.78",0.228,"T62"
"676",1,9,"C04","M","00:37:26.67",0.421,"T59"
"677",1,9,"C05","M","00:37:27.55",0.402,"T59"
"678",1,9,"C06","M","00:37:28.44",0.429,"T59"
"679",1,9,"C07","M","00:37:29.33",0.172,"D58"
"680",1,9,"C08","M","00:37:30.22",0.156,"D58"
"681",1,9,"C09","M","00:37:31.11",0.174,"D58"
"682",1,9,"C10","M","00:37:32.00",0.231,"R50"
"683",1,9,"C11","M","00:37:32.89",0.235,"R50"
"684",1,9,"C12","M","00:37:33.78",0.236,"R50"
"685",1,9,"D01","M","00:37:37.11",0.3,"R42"
"686",1,9,"D02","M","00:37:38.00",0.329,"R42"
"687",1,9,"D03","M","00:37:38.89",0.296,"R42"
"688",1,9,"D04","M","00:37:39.78",0.221,"R48"
"689",1,9,"D05","M","00:37:40.67",0.182,"R48"
"690",1,9,"D06","M","00:37:41.55",0.19,"R48"
"691",1,9,"D07","M","00:37:42.44",0.149,"T56"
"692",1,9,"D08","M","00:37:43.33",0.166,"T56"
"693",1,9,"D09","M","00:37:44.22",0.154,"T56"
"694",1,9,"D10","M","00:37:45.11",0.188,"X44"
"695",1,9,"D11","M","00:37:46.00",0.199,"X44"
"696",1,9,"D12","M","00:37:46.89",0.185,"X44"
"697",1,9,"E01","M","00:37:50.22",0.381,"R47"
"698",1,9,"E02","M","00:37:51.11",0.344,"R47"
"699",1,9,"E03","M","00:37:52.00",0.344,"R47"
"700",1,9,"E04","M","00:37:52.89",0.132,"N45"
"701",1,9,"E05","M","00:37:53.78",0.152,"N45"
"702",1,9,"E06","M","00:37:54.66",0.145,"N45"
"703",1,9,"E07","M","00:37:55.55",0.225,"N44"
"704",1,9,"E08","M","00:37:56.44",0.212,"N44"
"705",1,9,"E09","M","00:37:57.33",0.216,"N44"
"706",1,9,"E10","M","00:37:58.22",0.259,"X43"
"707",1,9,"E11","M","00:37:59.11",0.254,"X43"
"708",1,9,"E12","M","00:38:00.00",0.244,"X43"
"709",1,9,"F01","M","00:38:03.33",0.192,"M47"
"710",1,9,"F02","M","00:38:04.22",0.165,"M47"
"711",1,9,"F03","M","00:38:05.11",0.167,"M47"
"712",1,9,"F04","M","00:38:06.00",0.455,"T58"
"713",1,9,"F05","M","00:38:06.89",0.453,"T58"
"714",1,9,"F06","M","00:38:07.78",0.424,"T58"
"715",1,9,"F07","M","00:38:08.66",0.197,"N46"
"716",1,9,"F08","M","00:38:09.55",0.162,"N46"
"717",1,9,"F09","M","00:38:10.44",0.174,"N46"
"718",1,9,"F10","M","00:38:11.33",0.718,"T61"
"719",1,9,"F11","M","00:38:12.22",0.809,"T61"
"720",1,9,"F12","M","00:38:13.11",0.674,"T61"
"721",1,9,"G01","M","00:38:16.44",0.241,"D59"
"722",1,9,"G02","M","00:38:17.33",0.222,"D59"
"723",1,9,"G03","M","00:38:18.22",0.222,"D59"
"724",1,9,"G04","M","00:38:19.11",0.092,"POS"
"725",1,9,"G05","M","00:38:20.00",0.093,"POS"
"726",1,9,"G06","M","00:38:20.89",0.094,"POS"
"727",1,9,"G07","M","00:38:21.78",0.11,"BCKGRD"
"728",1,9,"G08","M","00:38:22.66",0.094,"BCKGRD"
"729",1,9,"G09","M","00:38:23.55",0.159,"BCKGRD"
"730",1,10,"A01","M","00:41:32.71",0.075,"0"
"731",1,10,"A02","M","00:41:33.61",0.076,"8"
"732",1,10,"A03","M","00:41:34.49",0.08,"16"
"733",1,10,"A04","M","00:41:35.38",0.09,"24"
"734",1,10,"A05","M","00:41:36.27",0.136,"32"
"735",1,10,"A06","M","00:41:37.16",0.201,"40"
"736",1,10,"A07","M","00:41:38.05",0.167,"R46"
"737",1,10,"A08","M","00:41:38.94",0.168,"R46"
"738",1,10,"A09","M","00:41:39.83",0.163,"R46"
"739",1,10,"A10","M","00:41:40.72",0.177,"M89"
"740",1,10,"A11","M","00:41:41.61",0.185,"M89"
"741",1,10,"A12","M","00:41:42.49",0.18,"M89"
"742",1,10,"B01","M","00:41:45.83",0.177,"M41"
"743",1,10,"B02","M","00:41:46.72",0.194,"M41"
"744",1,10,"B03","M","00:41:47.61",0.179,"M41"
"745",1,10,"B04","M","00:41:48.49",0.173,"D55"
"746",1,10,"B05","M","00:41:49.38",0.189,"D55"
"747",1,10,"B06","M","00:41:50.27",0.173,"D55"
"748",1,10,"B07","M","00:41:51.16",0.163,"D56"
"749",1,10,"B08","M","00:41:52.05",0.193,"D56"
"750",1,10,"B09","M","00:41:52.94",0.09,"D56"
"751",1,10,"B10","M","00:41:53.83",0.236,"X42"
"752",1,10,"B11","M","00:41:54.72",0.21,"X42"
"753",1,10,"B12","M","00:41:55.61",0.211,"X42"
"754",1,10,"C01","M","00:41:58.94",0.233,"T62"
"755",1,10,"C02","M","00:41:59.83",0.228,"T62"
"756",1,10,"C03","M","00:42:00.72",0.23,"T62"
"757",1,10,"C04","M","00:42:01.61",0.42,"T59"
"758",1,10,"C05","M","00:42:02.49",0.401,"T59"
"759",1,10,"C06","M","00:42:03.38",0.429,"T59"
"760",1,10,"C07","M","00:42:04.27",0.169,"D58"
"761",1,10,"C08","M","00:42:05.16",0.158,"D58"
"762",1,10,"C09","M","00:42:06.05",0.177,"D58"
"763",1,10,"C10","M","00:42:06.94",0.232,"R50"
"764",1,10,"C11","M","00:42:07.83",0.236,"R50"
"765",1,10,"C12","M","00:42:08.72",0.238,"R50"
"766",1,10,"D01","M","00:42:12.05",0.299,"R42"
"767",1,10,"D02","M","00:42:12.94",0.322,"R42"
"768",1,10,"D03","M","00:42:13.83",0.296,"R42"
"769",1,10,"D04","M","00:42:14.72",0.214,"R48"
"770",1,10,"D05","M","00:42:15.60",0.182,"R48"
"771",1,10,"D06","M","00:42:16.49",0.192,"R48"
"772",1,10,"D07","M","00:42:17.38",0.15,"T56"
"773",1,10,"D08","M","00:42:18.27",0.168,"T56"
"774",1,10,"D09","M","00:42:19.16",0.158,"T56"
"775",1,10,"D10","M","00:42:20.05",0.191,"X44"
"776",1,10,"D11","M","00:42:20.94",0.202,"X44"
"777",1,10,"D12","M","00:42:21.83",0.187,"X44"
"778",1,10,"E01","M","00:42:25.16",0.381,"R47"
"779",1,10,"E02","M","00:42:26.05",0.344,"R47"
"780",1,10,"E03","M","00:42:26.94",0.343,"R47"
"781",1,10,"E04","M","00:42:27.83",0.133,"N45"
"782",1,10,"E05","M","00:42:28.72",0.153,"N45"
"783",1,10,"E06","M","00:42:29.60",0.147,"N45"
"784",1,10,"E07","M","00:42:30.49",0.227,"N44"
"785",1,10,"E08","M","00:42:31.38",0.213,"N44"
"786",1,10,"E09","M","00:42:32.27",0.218,"N44"
"787",1,10,"E10","M","00:42:33.16",0.259,"X43"
"788",1,10,"E11","M","00:42:34.05",0.255,"X43"
"789",1,10,"E12","M","00:42:34.94",0.245,"X43"
"790",1,10,"F01","M","00:42:38.27",0.188,"M47"
"791",1,10,"F02","M","00:42:39.16",0.167,"M47"
"792",1,10,"F03","M","00:42:40.05",0.168,"M47"
"793",1,10,"F04","M","00:42:40.94",0.454,"T58"
"794",1,10,"F05","M","00:42:41.83",0.453,"T58"
"795",1,10,"F06","M","00:42:42.72",0.422,"T58"
"796",1,10,"F07","M","00:42:43.60",0.201,"N46"
"797",1,10,"F08","M","00:42:44.49",0.163,"N46"
"798",1,10,"F09","M","00:42:45.38",0.175,"N46"
"799",1,10,"F10","M","00:42:46.27",0.719,"T61"
"800",1,10,"F11","M","00:42:47.16",0.772,"T61"
"801",1,10,"F12","M","00:42:48.05",0.677,"T61"
"802",1,10,"G01","M","00:42:51.38",0.244,"D59"
"803",1,10,"G02","M","00:42:52.27",0.225,"D59"
"804",1,10,"G03","M","00:42:53.16",0.224,"D59"
"805",1,10,"G04","M","00:42:54.05",0.094,"POS"
"806",1,10,"G05","M","00:42:54.94",0.095,"POS"
"807",1,10,"G06","M","00:42:55.83",0.095,"POS"
"808",1,10,"G07","M","00:42:56.72",0.11,"BCKGRD"
"809",1,10,"G08","M","00:42:57.60",0.094,"BCKGRD"
"810",1,10,"G09","M","00:42:58.49",0.155,"BCKGRD"
